packet_id,latency_ms
281,41.369
282,41.415
283,41.469
284,41.798
285,41.553
286,41.715
287,41.381
288,41.714
289,41.26
290,41.224
291,41.26
292,41.436
293,41.486
294,41.552
295,41.2
296,41.465
297,41.6
298,41.542
299,41.557
300,41.693
301,41.385
302,41.266
303,41.351
304,41.526
305,41.659
306,41.783
307,41.679
308,41.52
309,41.333
310,41.363
311,41.774
312,41.666
313,41.594
314,41.571
315,41.729
316,41.532
317,41.469
318,41.389
319,41.677
320,41.464
321,41.384
322,41.27
323,41.59
324,41.746
325,41.791
326,41.692
327,41.314
328,41.711
329,41.68
330,41.766
331,41.629
332,41.305
333,41.491
334,41.523
335,41.542
336,41.75
337,41.52
338,41.201
339,41.38
340,41.403
341,41.422
342,41.721
343,41.369
344,41.393
345,41.636
346,41.247
347,41.742
348,41.383
349,41.68
350,41.455
351,41.508
352,41.624
353,41.284
354,41.361
355,41.483
356,41.394
357,41.758
358,41.385
359,41.688
360,41.248
361,41.264
362,41.702
363,41.246
364,41.567
365,41.794
366,41.746
367,41.265
368,41.785
369,41.43
370,41.457
371,41.234
372,41.699
373,41.337
374,41.275
375,41.675
376,41.429
377,41.292
378,41.532
379,41.609
380,41.284
381,41.243
382,41.509
383,41.242
384,41.43
385,41.328
386,41.255
387,41.384
388,41.699
389,41.435
390,41.288
391,41.768
392,41.225
393,41.425
394,41.78
395,41.501
396,41.282
397,41.722
398,41.785
399,41.325
400,41.421
401,41.268
402,41.436
403,41.763
404,41.522
405,41.515
406,41.699
407,41.534
408,41.296
409,41.719
410,41.518
411,41.421
412,41.35
413,41.785
414,41.747
415,41.34
416,41.795
417,41.629
418,41.736
419,41.215
420,41.574
421,41.346
422,41.721
423,41.503
424,41.761
425,41.664
426,41.757
427,41.701
428,41.255
429,41.324
430,41.619
431,41.65
432,41.56
433,41.425
434,41.758
435,41.207
436,41.548
437,41.478
438,41.703
439,41.282
440,41.273
441,41.512
442,41.678
443,41.775
444,41.581
445,41.347
446,41.573
447,41.47
448,41.752
449,41.426
450,41.728
451,41.434
452,41.754
453,41.498
454,41.254
455,41.305
456,41.462
457,41.229
458,41.326
459,41.387
460,41.666
461,41.4
462,41.319
463,41.448
464,41.634
465,41.749
466,41.371
467,41.225
468,41.411
469,41.672
470,41.594
471,41.455
472,41.224
473,41.725
474,41.428
475,41.596
476,41.4
477,41.428
478,41.52
479,41.389
480,41.756
481,41.604
482,41.33
483,41.274
484,41.584
485,41.25
486,41.315
487,41.435
488,41.487
489,41.351
490,41.655
491,41.401
492,41.474
493,41.625
494,41.389
495,41.78
496,41.226
497,41.742
498,41.377
499,41.373
500,41.584
501,41.425
502,41.365
503,41.735
504,41.207
505,41.318
506,41.547
507,41.612
508,41.387
509,41.485
510,41.36
511,41.243
512,41.383
513,41.438
514,41.346
515,41.209
516,41.492
517,41.235
518,41.241
519,41.52
520,41.345
521,41.615
522,41.297
523,41.727
524,41.321
525,41.7
526,41.479
527,41.443
528,41.28
529,41.304
530,41.774
531,41.588
532,41.614
533,41.281
534,41.682
535,41.664
536,41.428
537,41.46
538,41.443
539,41.234
540,41.495
541,41.495
542,41.691
543,41.481
544,41.668
545,41.478
546,41.631
547,41.335
548,41.634
549,41.202
550,41.264
551,41.595
552,41.279
553,41.602
554,41.429
555,41.295
556,41.281
557,41.568
558,41.235
559,41.303
560,41.557
561,41.597
562,41.787
563,41.705
564,41.377
565,41.7
566,41.419
567,41.512
568,41.277
569,41.295
570,41.5
571,41.754
572,41.29
573,41.658
574,41.525
575,41.367
576,41.793
577,41.275
578,41.52
579,41.516
580,41.708
581,41.381
582,41.398
583,41.456
584,41.69
585,41.72
586,41.505
587,41.69
588,41.246
589,41.629
590,41.364
591,41.28
592,41.42
593,41.616
594,41.469
595,41.51
596,41.48
597,41.712
598,41.309
599,41.225
600,41.499
601,41.768
602,41.502
603,41.385
604,41.505
605,41.561
606,41.528
607,41.511
608,41.415
609,41.634
610,41.44
611,41.485
612,41.311
613,41.355
614,41.222
615,41.763
616,41.622
617,41.628
618,41.206
619,41.267
620,41.443
621,41.562
622,41.468
623,41.567
624,41.444
625,41.769
626,41.41
627,41.446
628,41.541
629,41.716
630,41.398
631,41.425
632,41.214
633,41.206
634,41.706
635,41.582
636,41.396
637,41.313
638,41.636
639,41.206
640,41.389
641,41.567
642,41.338
643,41.769
644,41.731
645,41.568
646,41.538
647,41.727
648,41.615
649,41.57
650,41.247
651,41.679
652,41.752
653,41.239
654,41.206
655,41.46
656,41.686
657,41.421
658,41.764
659,41.59
660,41.64
661,41.37
662,41.432
663,41.722
664,41.597
665,41.283
666,41.732
667,41.623
668,41.319
669,41.504
670,41.796
671,41.426
672,41.41
673,41.437
674,41.438
675,41.31
676,41.344
677,41.205
678,41.382
679,41.742
680,41.772
681,41.755
682,41.424
683,41.28
684,41.558
685,41.454
686,41.248
687,41.249
688,41.242
689,41.546
690,41.531
691,41.543
692,41.736
693,41.483
694,41.316
695,41.587
696,41.353
697,41.742
698,41.778
699,41.49
700,41.672
701,41.32
702,41.26
703,41.232
704,41.29
705,41.282
706,41.35
707,41.675
708,41.635
709,41.525
710,41.259
711,41.794
712,41.69
713,41.504
714,41.719
715,41.296
716,41.362
717,41.302
718,41.482
719,41.513
720,41.391
721,41.58
722,41.662
723,41.559
724,41.388
725,41.771
726,41.635
727,41.317
728,41.302
729,41.34
730,41.742
731,41.775
732,41.728
733,41.592
734,41.659
735,41.495
736,41.737
737,41.501
738,41.741
739,41.575
740,41.34
741,41.48
742,41.648
743,41.621
744,41.771
745,41.216
746,41.653
747,41.683
748,41.241
749,41.795
750,41.784
751,41.427
752,41.392
753,41.665
754,41.338
755,41.73
756,41.564
757,41.332
758,41.274
759,41.238
760,41.632
761,41.675
762,41.72
763,41.585
764,41.285
765,41.33
766,41.568
767,41.464
768,41.691
769,41.454
770,41.797
771,41.212
772,41.72
773,41.336
774,41.431
775,41.333
776,41.709
777,41.711
778,41.693
779,41.742
780,41.579
781,41.594
782,41.343
783,41.263
784,41.651
785,41.503
786,41.306
787,41.372
788,41.779
789,41.712
790,41.329
791,41.607
792,41.356
793,41.227
794,41.463
795,41.321
796,41.614
797,41.71
798,41.294
799,41.356
800,41.444
801,41.677
802,41.658
803,41.641
804,41.722
805,41.798
806,41.273
807,41.303
808,41.258
809,41.466
810,41.66
811,41.555
812,41.658
813,41.633
814,41.257
815,41.753
816,41.735
817,41.605
818,41.755
819,41.597
820,41.259
821,41.782
822,41.789
823,41.338
824,41.327
825,41.316
826,41.54
827,41.404
828,41.338
829,41.338
830,41.542
831,41.708
832,41.639
833,41.765
834,41.758
835,41.782
836,41.739
837,41.651
838,41.324
839,41.443
840,41.264
841,41.359
842,41.593
843,41.398
844,41.765
845,41.392
846,41.352
847,41.616
848,41.736
849,41.723
850,41.433
851,41.469
852,41.578
853,41.361
854,41.371
855,41.431
856,41.479
857,41.548
858,41.745
859,41.613
860,41.415
861,41.46
862,41.713
863,41.558
864,41.702
865,41.723
866,41.631
867,41.718
868,41.386
869,41.362
870,41.601
871,41.253
872,41.499
873,41.224
874,41.608
875,41.345
876,41.761
877,41.405
878,41.419
879,41.35
880,41.601
881,41.343
882,41.309
883,41.762
884,41.672
885,41.623
886,41.425
887,41.715
888,41.618
889,41.319
890,41.705
891,41.392
892,41.331
893,41.346
894,41.555
895,41.384
896,41.21
897,41.212
898,41.398
899,41.453
900,41.585
901,41.675
902,41.245
903,41.557
904,41.435
905,41.221
906,41.594
907,41.387
908,41.49
909,41.588
910,41.718
911,41.734
912,41.449
913,41.373
914,41.537
915,41.201
916,41.553
917,41.336
918,41.468
919,41.317
920,41.23
921,41.787
922,41.56
923,41.32
924,41.605
925,41.316
926,41.728
927,41.384
928,41.382
929,41.317
930,41.796
931,41.694
932,41.252
933,41.665
934,41.723
935,41.371
936,41.277
937,41.454
938,41.351
939,41.334
940,41.322
941,41.33
942,41.545
943,41.54
944,41.486
945,41.742
946,41.534
947,41.522
948,41.605
949,41.283
950,41.45
951,41.436
952,41.664
953,41.429
954,41.609
955,41.202
956,41.739
957,41.712
958,41.253
959,41.311
960,41.566
961,41.445
962,41.539
963,41.788
964,41.355
965,41.376
966,41.355
967,41.316
968,41.784
969,41.398
970,41.375
971,41.695
972,41.64
973,41.373
974,41.713
975,41.79
976,41.549
977,41.605
978,41.761
979,41.726
980,41.797
981,41.532
982,41.438
983,41.312
984,41.583
985,41.359
986,41.288
987,41.593
988,41.754
989,41.441
990,41.412
991,41.213
992,41.314
993,41.417
994,41.674
995,41.413
996,41.262
997,41.307
998,41.429
999,41.293
1000,41.685
1001,41.77
1002,41.345
1003,41.776
1004,41.708
1005,41.42
1006,41.24
1007,41.582
1008,41.588
1009,41.337
1010,41.22
1011,41.61
1012,41.42
1013,41.38
1014,41.522
1015,41.404
1016,41.298
1017,41.659
1018,41.528
1019,41.218
1020,41.412
1021,41.349
1022,41.213
1023,41.543
1024,41.508
1025,41.62
1026,41.397
1027,41.778
1028,41.244
1029,41.466
1030,41.392
1031,41.415
1032,41.497
1033,41.409
1034,41.332
1035,41.547
1036,41.694
1037,41.564
1038,41.318
1039,41.738
1040,41.334
1041,41.288
1042,41.445
1043,41.65
1044,41.617
1045,41.705
1046,41.274
1047,41.592
1048,41.426
1049,41.284
1050,41.535
1051,41.486
1052,41.445
1053,41.745
1054,41.648
1055,41.457
1056,41.764
1057,41.407
1058,41.768
1059,41.623
1060,41.552
1061,41.588
1062,41.763
1063,41.283
1064,41.325
1065,41.455
1066,41.713
1067,41.36
1068,41.763
1069,41.303
1070,41.634
1071,41.8
1072,41.558
1073,41.216
1074,41.366
1075,41.799
1076,41.693
1077,41.559
1078,41.385
1079,41.734
1080,41.299
1081,41.742
1082,41.22
1083,41.73
1084,41.299
1085,41.239
1086,41.723
1087,41.281
1088,41.568
1089,41.665
1090,41.515
1091,41.558
1092,41.206
1093,41.386
1094,41.628
1095,41.39
1096,41.576
1097,41.619
1098,41.593
1099,41.441
1100,41.697
1101,41.229
1102,41.387
1103,41.403
1104,41.663
1105,41.747
1106,41.292
1107,41.25
1108,41.432
1109,41.607
1110,41.367
1111,41.657
1112,41.415
1113,41.685
1114,41.398
1115,41.705
1116,41.35
1117,41.717
1118,41.372
1119,41.583
1120,41.255
1121,41.269
1122,41.688
1123,41.295
1124,41.375
1125,41.317
1126,41.509
1127,41.263
1128,41.494
1129,41.713
1130,41.486
1131,41.362
1132,41.251
1133,41.214
1134,41.529
1135,41.538
1136,41.778
1137,41.253
1138,41.323
1139,41.65
1140,41.333
1141,41.46
1142,41.749
1143,41.245
1144,41.608
1145,41.716
1146,41.514
1147,41.652
1148,41.292
1149,41.281
1150,41.431
1151,41.257
1152,41.466
1153,41.668
1154,41.509
1155,41.685
1156,41.553
1157,41.763
1158,41.221
1159,41.626
1160,41.223
1161,41.291
1162,41.367
1163,41.261
1164,41.678
1165,41.75
1166,41.418
1167,41.639
1168,41.652
1169,41.721
1170,41.388
1171,41.291
1172,41.301
1173,41.269
1174,41.387
1175,41.756
1176,41.251
1177,41.735
1178,41.483
1179,41.544
1180,41.477
1181,41.256
1182,41.798
1183,41.335
1184,41.505
1185,41.573
1186,41.772
1187,41.437
1188,41.779
1189,41.309
1190,41.5
1191,41.269
1192,41.298
1193,41.376
1194,41.44
1195,41.438
1196,41.457
1197,41.232
1198,41.411
1199,41.412
1200,41.725
1201,41.734
1202,41.737
1203,41.687
1204,41.356
1205,41.291
1206,41.385
1207,41.357
1208,41.682
1209,41.674
1210,41.311
1211,41.742
1212,41.206
1213,41.587
1214,41.593
1215,41.454
1216,41.339
1217,41.731
1218,41.779
1219,41.372
1220,41.663
1221,41.78
1222,41.545
1223,41.786
1224,41.779
1225,41.447
1226,41.642
1227,41.786
1228,41.454
1229,41.496
1230,41.659
1231,41.711
1232,41.625
1233,41.371
1234,41.778
1235,41.418
1236,41.696
1237,41.546
1238,41.556
1239,41.371
1240,41.611
1241,41.799
1242,41.487
1243,41.651
1244,41.649
1245,41.659
1246,41.731
1247,41.239
1248,41.655
1249,41.654
1250,41.704
1251,41.201
1252,41.22
1253,41.6
1254,41.207
1255,41.653
1256,41.481
1257,41.641
1258,41.327
1259,41.567
1260,41.244
1261,41.587
1262,41.404
1263,41.566
1264,41.614
1265,41.337
1266,41.538
1267,41.459
1268,41.32
1269,41.752
1270,41.763
1271,41.499
1272,41.699
1273,41.525
1274,41.526
1275,41.462
1276,41.66
1277,41.571
1278,41.469
1279,41.714
1280,41.577
1281,41.631
1282,41.704
1283,41.335
1284,41.62
1285,41.465
1286,41.2
1287,41.593
1288,41.604
1289,41.449
1290,41.787
1291,41.492
1292,41.472
1293,41.792
1294,41.468
1295,41.697
1296,41.372
1297,41.695
1298,41.282
1299,41.646
1300,41.338
1301,41.317
1302,41.201
1303,41.209
1304,41.421
1305,41.373
1306,41.462
1307,41.645
1308,41.302
1309,41.575
1310,41.622
1311,41.516
1312,41.258
1313,41.275
1314,41.701
1315,41.706
1316,41.654
1317,41.701
1318,41.671
1319,41.564
1320,41.642
1321,41.625
1322,41.449
1323,41.651
1324,41.629
1325,41.204
1326,41.263
1327,41.678
1328,41.756
1329,41.554
1330,41.351
1331,41.203
1332,41.721
1333,41.452
1334,41.217
1335,41.573
1336,41.681
1337,41.289
1338,41.721
1339,41.481
1340,41.591
1341,41.716
1342,41.317
1343,41.659
1344,41.673
1345,41.28
1346,41.676
1347,41.34
1348,41.733
1349,41.217
1350,41.681
1351,41.714
1352,41.418
1353,41.543
1354,41.339
1355,41.254
1356,41.791
1357,41.636
1358,41.299
1359,41.276
1360,41.554
1361,41.493
1362,41.558
1363,41.433
1364,41.745
1365,41.767
1366,41.399
1367,41.783
1368,41.224
1369,41.728
1370,41.377
1371,41.509
1372,41.747
1373,41.624
1374,41.424
1375,41.791
1376,41.301
1377,41.25
1378,41.609
1379,41.691
1380,41.781
1381,41.708
1382,41.661
1383,41.41
1384,41.404
1385,41.282
1386,41.25
1387,41.225
1388,41.63
1389,41.795
1390,41.286
1391,41.421
1392,41.312
1393,41.386
1394,41.607
1395,41.647
1396,41.587
1397,41.735
1398,41.686
1399,41.346
1400,41.482
1401,41.309
1402,41.732
1403,41.629
1404,41.46
1405,41.746
1406,41.288
1407,41.521
1408,41.751
1409,41.583
1410,41.423
1411,41.309
1412,41.446
1413,41.554
1414,41.792
1415,41.459
1416,41.249
1417,41.303
1418,41.458
1419,41.463
1420,41.249
1421,41.401
1422,41.665
1423,41.726
1424,41.375
1425,41.364
1426,41.558
1427,41.62
1428,41.566
1429,41.734
1430,41.778
1431,41.451
1432,41.678
1433,41.395
1434,41.788
1435,41.511
1436,41.22
1437,41.354
1438,41.402
1439,41.208
1440,41.613
1441,41.539
1442,41.664
1443,41.482
1444,41.319
1445,41.242
1446,41.774
1447,41.706
1448,41.771
1449,41.673
1450,41.678
1451,41.551
1452,41.74
1453,41.458
1454,41.46
1455,41.433
1456,41.59
1457,41.459
1458,41.548
1459,41.716
1460,41.434
1461,41.797
1462,41.382
1463,41.349
1464,41.412
1465,41.476
1466,41.541
1467,41.42
1468,41.341
1469,41.452
1470,41.599
1471,41.379
1472,41.736
1473,41.344
1474,41.521
1475,41.37
1476,41.225
1477,41.761
1478,41.294
1479,41.586
1480,41.337
1481,41.612
1482,41.455
1483,41.472
1484,41.553
1485,41.707
1486,41.41
1487,41.745
1488,41.523
1489,41.354
1490,41.799
1491,41.755
1492,41.306
1493,41.378
1494,41.654
1495,41.585
1496,41.79
1497,41.259
1498,41.276
1499,41.574
1500,41.767
1501,41.267
1502,41.792
1503,41.364
1504,41.428
1505,41.458
1506,41.43
1507,41.456
1508,41.515
1509,41.678
1510,41.242
1511,41.328
1512,41.363
1513,41.77
1514,41.529
1515,41.637
1516,41.754
1517,41.544
1518,41.28
1519,41.395
1520,41.512
1521,41.49
1522,41.566
1523,41.691
1524,41.426
1525,41.725
1526,41.518
1527,41.641
1528,41.495
1529,41.375
1530,41.508
1531,41.645
1532,41.295
1533,41.493
1534,41.382
1535,41.299
1536,41.667
1537,41.364
1538,41.34
1539,41.658
1540,41.526
1541,41.285
1542,41.53
1543,41.431
1544,41.381
1545,41.756
1546,41.232
1547,41.79
1548,41.212
1549,41.732
1550,41.561
1551,41.523
1552,41.528
1553,41.701
1554,41.313
1555,41.779
1556,41.789
1557,41.32
1558,41.309
1559,41.268
1560,41.569
1561,41.612
1562,41.374
1563,41.776
1564,41.473
1565,41.563
1566,41.335
1567,41.233
1568,41.259
1569,41.474
1570,41.404
1571,41.235
1572,41.284
1573,41.412
1574,41.747
1575,41.638
1576,41.474
1577,41.489
1578,41.536
1579,41.451
1580,41.419
1581,41.386
1582,41.24
1583,41.43
1584,41.714
1585,41.651
1586,41.286
1587,41.699
1588,41.278
1589,41.222
1590,41.449
1591,41.39
1592,41.207
1593,41.648
1594,41.69
1595,41.274
1596,41.259
1597,41.46
1598,41.45
1599,41.557
1600,41.322
1601,41.652
1602,41.466
1603,41.394
1604,41.512
1605,41.647
1606,41.36
1607,41.786
1608,41.215
1609,41.202
1610,41.796
1611,41.684
1612,41.647
1613,41.8
1614,41.643
1615,41.391
1616,41.743
1617,41.294
1618,41.65
1619,41.361
1620,41.226
1621,41.563
1622,41.717
1623,41.672
1624,41.321
1625,41.225
1626,41.682
1627,41.267
1628,41.254
1629,41.703
1630,41.732
1631,41.24
1632,41.568
1633,41.522
1634,41.339
1635,41.473
1636,41.425
1637,41.411
1638,41.569
1639,41.465
1640,41.358
1641,41.258
1642,41.231
1643,41.518
1644,41.63
1645,41.428
1646,41.427
1647,41.473
1648,41.392
1649,41.688
1650,41.502
1651,41.621
1652,41.345
1653,41.679
1654,41.574
1655,41.72
1656,41.306
1657,41.286
1658,41.73
1659,41.7
1660,41.522
1661,41.601
1662,41.775
1663,41.372
1664,41.69
1665,41.339
1666,41.391
1667,41.267
1668,41.428
1669,41.508
1670,41.756
1671,41.558
1672,41.654
1673,41.263
1674,41.76
1675,41.552
1676,41.373
1677,41.705
1678,41.215
1679,41.284
1680,41.311
1681,41.258
1682,41.425
1683,41.414
1684,41.615
1685,41.43
1686,41.305
1687,41.419
1688,41.273
1689,41.581
1690,41.699
1691,41.343
1692,41.385
1693,41.397
1694,41.624
1695,41.633
1696,41.22
1697,41.614
1698,41.365
1699,41.26
1700,41.785
1701,41.642
1702,41.731
1703,41.755
1704,41.705
1705,41.58
1706,41.722
1707,41.713
1708,41.623
1709,41.427
1710,41.761
1711,41.328
1712,41.746
1713,41.299
1714,41.554
1715,41.51
1716,41.41
1717,41.382
1718,41.469
1719,41.727
1720,41.783
1721,41.282
1722,41.253
1723,41.567
1724,41.656
1725,41.53
1726,41.409
1727,41.495
1728,41.313
1729,41.382
1730,41.659
1731,41.485
1732,41.336
1733,41.772
1734,41.746
1735,41.631
1736,41.41
1737,41.272
1738,41.517
1739,41.464
1740,41.575
1741,41.737
1742,41.201
1743,41.724
1744,41.483
1745,41.601
1746,41.771
1747,41.353
1748,41.513
1749,41.611
1750,41.474
1751,41.253
1752,41.224
1753,41.725
1754,41.744
1755,41.723
1756,41.696
1757,41.666
1758,41.517
1759,41.767
1760,41.636
1761,41.212
1762,41.786
1763,41.582
1764,41.562
1765,41.606
1766,41.777
1767,41.8
1768,41.201
